cand_id,name,transaction_amt
H6NJ121362012,44,44
H6NJ121362014,14,14
H6NJ121442012,40,40
H6NJ121442014,42,42
H6NJ131912012,8,8
H6NJ131912014,14,14
H6NY030312012,64,64
H6NY030312014,22,22
H6NY041122012,22,22
H6NY190292012,96,96
H6NY190292014,82,82
H6NY251252012,164,164
H6NY251252014,172,172
H6OH040822012,22,22
H6OH040822014,28,28
H6OH060952012,24,24
H6OH060952014,16,16
H6OH131332012,116,116
H6OR021162012,74,74
H6OR021162014,106,106
H6OR030642012,26,26
H6OR030642014,36,36
H6OR040472012,16,16
H6OR040472014,44,44
H6PA161972012,14,14
H6PA161972014,10,10
H6PA162882012,4,4
H6TN013882012,90,90
H6TN013882014,44,44
H6TN090682012,8,8
H6TN090682014,12,12
H6TX020792014,18,18
H6TX081002012,40,40
H6TX081002014,60,60
H6TX090332012,98,98
H6TX120602012,30,30
H6TX120602014,62,62
H6TX150552012,20,20
H6TX150552014,10,10
H6TX151132012,2,2
H6TX151132014,10,10
H6TX210122012,70,70
H6TX210122014,132,132
H6TX221432012,16,16
H6TX221432014,16,16
H6VA011172012,4,4
H6VA011172014,2,2
H6VA100502012,40,40
H6VA100502014,2,2
H6VT001602012,22,22
H6VT001602014,22,22
H6WA090252012,12,12
H6WA090252014,30,30
H6WI030992012,24,24
H6WI030992014,24,24
H6WI081062012,12,12
H6WV040572012,44,44
H6WV040572014,160,160
H8AZ011042012,70,70
H8AZ011042014,78,78
H8CA011092012,14,14
H8CA011092014,36,36
H8CA031052014,148,148
H8CA041522012,38,38
H8CA041522014,102,102
H8CA050352012,188,188
H8CA050352014,132,132
H8CA090602012,86,86
H8CA090602014,50,50
H8CA120982012,98,98
H8CA120982014,94,94
H8CA121712012,64,64
H8CA121712014,54,54
H8CA200592012,118,118
H8CA200592014,44,44
H8CA220892012,162,162
H8CA220892014,94,94
H8CA340682012,12,12
H8CA340682014,10,10
H8CA360972012,38,38
H8CA360972014,14,14
H8CA371372012,12,12
H8CA410632012,48,48
H8CA410632014,14,14
H8CA420612012,56,56
H8CA420612014,102,102
H8CA440342012,120,120
H8CA520522012,26,26
H8CA520522014,24,24
H8CA530192012,2,2
H8CO021372012,46,46
H8CO021372014,102,102
H8CO061382012,99,99
H8CO061382014,185,185
H8CT010462012,44,44
H8CT010462014,36,36
H8CT041722012,264,264
H8CT041722014,284,284
H8FL151072012,24,24
H8FL151072014,48,48
H8FL160222012,52,52
H8FL160222014,12,12
H8FL220382012,382,382
H8FL220382014,10,10
H8FL250152012,192,192
H8FL250152014,604,604
H8GA100492012,20,20
H8GA100492014,78,78
H8IA020432014,44,44
H8ID020642012,14,14
H8ID020642014,20,20
H8IL090672012,62,62
H8IL090672014,62,62
H8IL130692012,150,150
H8IL140672012,236,236
H8IL140672014,98,98
H8IL180432012,34,34
H8IL180432014,82,82
H8IN071842012,32,32
H8IN071842014,36,36
H8KS020902012,84,84
H8KS020902014,94,94
H8KY020312012,44,44
H8KY020312014,28,28
H8LA000172012,104,104
H8LA000172014,44,44
H8LA020542012,20,20
H8LA020542014,26,26
H8LA042252012,186,186
H8LA042252014,202,202
H8MA020412012,8,8
H8MA020412014,8,8
H8MA051432012,50,50
H8MA051432014,74,74
H8MA080712012,16,16
H8MA080712014,10,10
H8MD010942012,56,56
H8MD010942014,42,42
H8ME011202012,94,94
H8ME011202014,30,30
H8MI090682012,48,48
H8MI090682014,1140,1140
H8MN030772012,176,176
H8MN030772014,100,100
H8MN060472012,138,138
H8MN060472014,122,122
H8MO091532012,44,44
H8MO091532014,70,70
H8MS030672012,50,50
H8MS030672014,82,82
H8NC070442012,60,60
H8NC070442014,4,4
H8NJ030732012,30,30
H8NJ030732014,38,38
H8NJ040142012,18,18
H8NJ040142014,4,4
H8NJ050522012,120,120
H8NJ050522014,76,76
H8NM012572012,66,66
H8NM012572014,38,38
H8NM031962012,42,42
H8NM031962014,34,34
H8NV030362012,32,32
H8NV030362014,34,34
H8NY011482014,99,99
H8NY060482012,16,16
H8NY060482014,12,12
H8NY070462012,72,72
H8NY070462014,56,56
H8NY190582012,44,44
H8NY190582014,70,70
H8NY200562012,290,290
H8NY200562014,262,262
H8NY212032012,2,2
H8NY212032014,2,2
H8NY240662012,24,24
H8NY240662014,16,16
H8NY290322012,114,114
H8NY290322014,30,30
H8OH010432012,80,80
H8OH010432014,60,60
H8OH050362012,36,36
H8OH050362014,42,42
H8OH070992012,46,46
H8OH070992014,2,2
H8OH111412012,6,6
H8OH111412014,6,6
H8OH150762012,182,182
H8OH150762014,136,136
H8OR051072012,34,34
H8OR051072014,52,52
H8PA011532012,26,26
H8PA011532014,24,24
H8PA050712012,88,88
H8PA050712014,88,88
H8TN020692014,6,6
H8TX201272014,1,1
H8TX221072012,66,66
H8TX221072014,48,48
H8UT030892012,54,54
H8UT030892014,38,38
H8VA011472012,18,18
H8VA011472014,18,18
H8VA110622012,52,52
H8VA110622014,60,60
H8WA071322012,2,2
H8WA071322014,2,2
H8WI010242012,122,122
H8WI010242014,224,224
H8WI090502012,22,22
H8WI090502014,4,4
H8WY001482012,2,2
