cand_id,name,transaction_amt
H4NC110522012,408,408
H4NC110862014,6,6
H4NC121002014,98,98
H4NC121342014,125,125
H4NC130332014,34,34
H4ND000462014,561,561
H4ND010282014,2,2
H4NH022412014,137,137
H4NJ010842014,51,51
H4NJ010922014,53,53
H4NJ021402014,202,202
H4NJ031062014,612,612
H4NJ031302014,193,193
H4NJ051352014,360,360
H4NJ061092014,43,43
H4NJ070992014,30,30
H4NJ091292014,1,1
H4NJ110912014,39,39
H4NJ121232014,109,109
H4NJ121492014,312,312
H4NM011162014,162,162
H4NM020722014,543,543
H4NV011532014,21,21
H4NV021512014,6,6
H4NV040172014,59,59
H4NY030772014,50,50
H4NY040752014,570,570
H4NY040912014,199,199
H4NY071102014,15,15
H4NY111382012,60,60
H4NY111382014,88,88
H4NY120522014,35,35
H4NY130762014,3,3
H4NY171352014,51,51
H4NY191152014,476,476
H4NY201212014,33,33
H4NY210792014,403,403
H4NY211032014,447,447
H4NY211112014,14,14
H4NY230672014,753,753
H4NY240732014,348,348
H4NY260522014,15,15
H4NY270762012,302,302
H4NY270762014,92,92
H4NY271182014,6,6
H4NY290982014,63,63
H4OH021562014,54,54
H4OH040462014,31,31
H4OH050432014,33,33
H4OH060742014,111,111
H4OH080702014,177,177
H4OH120642014,6,6
H4OH141022014,392,392
H4OH161152014,33,33
H4OK051242014,29,29
H4OK051322014,24,24
H4OK060562012,212,212
H4OK060562014,238,238
H4OR011132014,11,11
H4OR021782014,67,67
H4OR031012014,3,3
H4OR052392014,19,19
H4PA011032014,33,33
H4PA030752012,6,6
H4PA031092014,279,279
H4PA070922014,61,61
H4PA080742012,1602,1602
H4PA080742014,1074,1074
H4PA081082014,381,381
H4PA100542014,95,95
H4PA100622014,72,72
H4PA110522014,6,6
H4PA120432014,138,138
H4PA131242012,1056,1056
H4PA131242014,10,10
H4PA131992014,125,125
H4PA150872012,346,346
H4PA150872014,478,478
H4PA160852014,32,32
H4PA181312012,56,56
H4PA181312014,38,38
H4RI011252014,4,4
H4RI021072014,3,3
H4SC010732014,30,30
H4SC050582014,19,19
H4SD000492014,44,44
H4TN041712014,174,174
H4TX021082012,284,284
H4TX021082014,326,326
H4TX040392012,334,334
H4TX040392014,502,502
H4TX041532014,98,98
H4TX061172012,116,116
H4TX061172014,150,150
H4TX090952012,92,92
H4TX090952014,86,86
H4TX100282012,560,560
H4TX100282014,376,376
H4TX100932012,198,198
H4TX100932014,564,564
H4TX130142012,398,398
H4TX130142014,720,720
H4TX140792014,9,9
H4TX191022012,280,280
H4TX191022014,174,174
H4TX191362012,282,282
H4TX191362014,724,724
H4TX192762014,16,16
H4TX240942012,36,36
H4TX240942014,80,80
H4TX270552014,190,190
H4TX280462012,848,848
H4TX280462014,14,14
H4TX310402014,19,19
H4TX320302014,1,1
H4TX340102014,56,57
H4UT021972014,27,27
H4UT040112014,414,414
H4VA010702014,99,99
H4VA020522014,330,330
H4VA040332014,22,22
H4VA050482014,78,78
H4VA050552014,4,4
H4VA071432014,571,571
H4VA071502014,369,369
H4VA071682014,13,13
H4VA081822014,41,41
H4VA082242014,336,336
H4VA083312014,13,13
H4VA100712014,905,905
H4VA100892014,1216,1216
H4VA110872014,141,141
H4VA111032014,8,8
H4WA021572014,2,2
H4WA031142014,40,40
H4WA040882014,89,89
H4WA041042014,158,158
H4WA050772012,300,300
H4WA050772014,452,452
H4WA051272014,45,45
H4WA060752014,12,12
H4WA070732014,6,6
H4WA080712012,296,296
H4WA080712014,266,266
H4WA081212014,36,36
H4WA090612014,2,2
H4WA100102014,23,23
H4WI031442014,107,107
H4WI041832012,38,38
H4WI041832014,50,50
H4WI050992014,5,5
H4WI060482014,130,130
H4WI060712014,72,72
H4WI070952014,132,132
H4WI080772014,10,10
H4WV020232012,6,6
H4WV020722014,649,649
H4WV020802014,493,493
H4WV030472012,346,346
H4WV030472014,2,2
H4WV030702014,552,552
H6AK000452012,162,162
H6AK000452014,122,122
H6AL040982012,414,414
H6AL040982014,138,138
H6AZ070222014,4,4
H6CA051952012,82,82
H6CA051952014,76,76
H6CA070432012,60,60
H6CA070432014,10,10
H6CA090232012,208,208
H6CA221252012,504,504
H6CA221252014,740,740
H6CA240482012,682,682
H6CA240482014,34,34
H6CA241132012,528,528
H6CA241132014,340,340
H6CA341122012,852,852
H6CA341122014,6,6
H6CA390202012,688,688
H6CA390202014,884,884
H6CA420992012,266,266
H6CA420992014,28,28
H6CA460332012,298,298
H6CA460332014,326,326
H6CA480392012,176,176
H6CA480392014,6,6
H6CO011412012,174,174
H6CO011412014,100,100
H6CO031392012,986,986
H6CO031392014,400,400
H6CO051592012,42,42
H6CO051592014,86,86
H6CO070232012,1182,1182
H6CO070232014,518,518
H6FL060352012,372,372
H6FL060352014,8,8
H6FL081302014,3,3
H6FL082132012,482,482
H6FL082132014,306,306
H6FL082472012,100,100
H6FL090702012,120,120
H6FL090702014,54,54
H6FL111262012,162,162
H6FL111262014,36,36
H6FL131482012,452,452
H6FL131482014,192,192
H6FL170322014,2,2
H6GA041292012,8,8
H6GA041292014,12,12
H6GA052172012,24,24
H6GA052172014,136,136
H6IA010982012,1138,1138
H6IA010982014,6,6
H6IA021462012,544,544
H6IA021462014,830,830
H6IA031442012,748,748
H6IA031442014,4,4
H6IL021242012,182,182
H6IL051502014,43,43
H6IL061172012,962,962
H6IL061172014,1024,1024
H6IL061412012,3286,3286
H6IL061412014,1106,1106
H6IN000272012,66,66
H6KS011462012,88,88
H6KS011462014,192,192
H6KY031242012,336,336
H6KY031242014,160,160
H6KY051112012,5,5
H6KY051112014,4,4
H6MA071012012,38,38
H6MA071012014,5858,5858
H6MD032922012,290,290
H6MD032922014,230,230
H6MD041832012,50,50
H6MD041832014,34,34
H6MD071602012,112,112
H6MD071602014,102,102
H6MI010282012,92,92
H6MI010282014,28,28
H6MI041132012,298,298
H6MI041132014,264,264
H6MI121812012,16,16
H6MI121812014,120,120
H6MN011742012,434,434
H6MN011742014,388,388
H6MN051832012,408,408
H6MN051832014,278,278
H6MN060742012,2908,2908
H6MN060742014,8,8
H6MO051892012,78,78
H6MO051892014,61,61
H6MO080842012,176,176
H6NC040372012,508,508
H6NC040372014,400,400
H6NC081112012,296,296
H6NH012302012,908,908
H6NH012302014,696,696
H6NJ061872012,1324,1324
H6NJ061872014,4,4
H6NJ081182012,494,494
H6NJ081182014,394,394
H6NJ121362012,398,398
H6NJ121362014,154,154
H6NJ121442012,856,856
H6NJ121442014,54,54
H6NJ131912012,46,46
H6NJ131912014,106,106
H6NY030312012,938,938
H6NY030312014,204,204
H6NY041122012,400,400
H6NY041122014,4,4
H6NY190292012,280,280
H6NY190292014,168,168
H6NY251252012,1956,1956
H6NY251252014,1472,1472
H6OH040822012,358,358
H6OH040822014,340,340
H6OH060952012,754,754
H6OH060952014,20,20
H6OH131332012,1380,1380
H6OH131332014,2,2
H6OR021162012,550,550
H6OR021162014,724,724
H6OR030642012,178,178
H6OR030642014,128,128
H6OR040472012,366,366
H6OR040472014,410,410
H6PA161972012,174,174
H6PA161972014,106,106
H6PA162882012,20,20
H6PA171202012,50,50
H6TN013882012,352,352
H6TN013882014,160,160
H6TN090682012,92,92
H6TN090682014,40,40
H6TX020792014,80,80
H6TX081002012,214,214
H6TX081002014,446,446
H6TX090332012,874,874
H6TX120602012,144,144
H6TX120602014,600,600
H6TX150552012,28,28
H6TX150552014,20,20
H6TX151132012,2,2
H6TX151132014,122,122
H6TX210122012,180,180
H6TX210122014,470,470
H6TX221432012,36,36
H6TX221432014,24,24
H6VA011172012,134,134
H6VA011172014,92,92
H6VA100502012,430,430
H6VA100502014,2,2
H6VT001602012,84,84
H6VT001602014,68,68
H6WA090252012,104,104
H6WA090252014,138,138
H6WI030992012,190,190
H6WI030992014,168,168
H6WI081062012,418,418
H6WV040572012,304,304
H6WV040572014,1488,1488
H8AZ011042012,720,720
H8AZ011042014,728,728
H8CA011092012,272,272
H8CA011092014,476,476
H8CA031052014,604,604
H8CA041522012,338,338
H8CA041522014,632,632
H8CA050352012,312,312
H8CA050352014,314,314
H8CA090602012,384,384
H8CA090602014,346,346
H8CA120982012,236,236
H8CA120982014,328,328
H8CA121712012,280,280
H8CA121712014,242,242
H8CA200592012,266,266
H8CA200592014,248,248
H8CA220892012,1164,1164
H8CA220892014,762,762
H8CA340682012,46,46
H8CA340682014,36,36
H8CA360972012,208,208
H8CA360972014,142,142
H8CA371372012,22,22
H8CA410632012,392,392
H8CA410632014,20,20
H8CA420612012,126,126
H8CA420612014,398,398
H8CA440342012,562,562
H8CA520522012,212,212
H8CA520522014,164,164
H8CA530192012,23,23
H8CO021372012,154,154
H8CO021372014,244,244
H8CO061382012,555,555
H8CO061382014,729,729
H8CT010462012,864,864
H8CT010462014,418,418
H8CT041722012,1234,1234
H8CT041722014,988,988
H8FL010992014,9,9
H8FL151072012,66,66
H8FL151072014,134,134
H8FL160222012,134,134
H8FL160222014,54,54
H8FL220382012,5056,5056
H8FL220382014,22,22
H8FL250152012,1036,1036
H8FL250152014,1776,1776
H8GA100492012,116,116
H8GA100492014,140,140
H8IA020432014,441,441
H8ID020642012,180,180
H8ID020642014,128,128
H8IL090672012,676,676
H8IL090672014,652,652
H8IL130692012,1248,1248
H8IL140672012,2698,2698
H8IL140672014,1052,1052
H8IL180432012,582,582
H8IL180432014,416,416
H8IN010962014,16,16
H8IN071842012,638,638
H8IN071842014,450,450
H8KS020902012,316,316
H8KS020902014,432,432
H8KY020312012,422,422
H8KY020312014,232,232
H8LA000172012,310,310
H8LA000172014,48,48
H8LA020542012,46,46
H8LA020542014,158,158
H8LA042252012,378,378
H8LA042252014,360,360
H8MA020412012,68,68
H8MA020412014,32,32
H8MA051432012,386,386
H8MA051432014,274,274
H8MA080712012,34,34
H8MA080712014,88,88
H8MD010942012,930,930
H8MD010942014,412,412
H8ME011202012,372,372
H8ME011202014,160,160
H8MI090682012,164,164
H8MI090682014,6110,6110
H8MN030772012,758,758
H8MN030772014,646,646
H8MN060472012,390,390
H8MN060472014,414,414
H8MO091532012,140,140
H8MO091532014,180,180
H8MS030672012,470,470
H8MS030672014,304,304
H8NC030432014,9,9
H8NC070442012,1030,1030
H8NC070442014,6,6
H8NJ030732012,408,408
H8NJ030732014,260,260
H8NJ040142012,254,254
H8NJ040142014,54,54
H8NJ050522012,564,564
H8NJ050522014,386,386
H8NM012572012,1022,1022
H8NM012572014,516,516
H8NM031962012,218,218
H8NM031962014,226,226
H8NV030362012,368,368
H8NV030362014,220,220
H8NY011482014,479,479
H8NY060482012,60,60
H8NY060482014,78,78
H8NY070462012,254,254
H8NY070462014,258,258
H8NY190582012,76,76
H8NY190582014,166,166
H8NY200562012,948,948
H8NY200562014,712,712
H8NY212032012,180,180
H8NY212032014,146,146
H8NY240662012,316,316
H8NY240662014,56,56
H8NY290322012,334,334
H8NY290322014,68,68
H8OH010432012,410,410
H8OH010432014,298,298
H8OH050362012,432,432
H8OH050362014,444,444
H8OH070992012,944,944
H8OH070992014,2,2
H8OH111412012,200,200
H8OH111412014,146,146
H8OH150762012,846,846
H8OH150762014,774,774
H8OR051072012,494,494
H8OR051072014,330,330
H8PA011532012,154,154
H8PA011532014,74,74
H8PA011872012,2,2
H8PA050712012,596,596
H8PA050712014,596,596
H8SC030622012,2,2
H8TN020692012,8,8
H8TN020692014,18,18
H8TN052522012,2,2
H8TX201272014,12,12
H8TX221072012,454,454
H8TX221072014,290,290
H8UT030892012,162,162
H8UT030892014,202,202
H8VA011472012,342,342
H8VA011472014,232,232
H8VA110622012,718,718
H8VA110622014,424,424
H8WA071322012,38,38
H8WA071322014,56,56
H8WA090472012,2,2
H8WI010242012,484,484
H8WI010242014,1636,1636
H8WI021212014,20,20
H8WI090502012,86,86
H8WI090502014,50,50
H8WY001482012,88,88
H8WY001482014,20,20
